M/Z,Intensity
123.5082,5.8705882
123.74263,5.8666667
123.97729,5.8666667
124.21217,5.8745098
124.44727,5.8745098
124.6826,5.8705882
124.91815,5.8823539
125.15392,6.0078412
125.38991,5.8784323
125.62612,5.8705887
125.86256,5.8980387
126.09922,5.8745098
126.3361,5.8666667
126.5732,5.8784314
126.81053,5.8745098
127.04807,5.8941172
127.28584,5.8745098
127.52384,5.8705887
127.76205,5.9058824
128.00049,5.9450971
128.23915,5.886275
128.47803,5.8823529
128.71713,5.9019603
128.95646,5.8823529
129.19601,5.8745098
129.43578,5.8823529
129.67577,5.8745098
129.91598,5.8666667
130.15642,5.8705882
130.39708,5.8627451
130.63796,5.8784314
130.87907,5.8745098
131.12039,5.8588235
131.36194,5.8627451
131.60371,5.8784314
131.84571,5.8784314
132.08792,5.8784314
132.33036,5.8705882
132.57302,5.8784314
132.81591,5.8784314
133.05901,5.8705882
133.30234,5.8823529
133.54589,5.8862755
133.78966,5.9647044
134.03365,5.8901966
134.27787,5.8862745
134.52231,5.9019603
134.76697,5.8745117
135.01185,6.0352912
135.25696,5.9137264
135.50228,5.8862745
135.74783,5.8705892
135.99361,5.9529397
136.2396,5.8941181
136.48582,5.8784323
136.73226,5.9490182
136.97892,5.8823534
137.2258,5.8745098
137.47291,5.8784323
137.72024,5.9490182
137.96779,5.8941181
138.21556,5.8901961
138.46356,5.8705882
138.71177,5.8705882
138.96021,5.8784314
139.20887,5.8784314
139.45776,5.8745098
139.70687,5.8784314
139.95619,5.8745098
140.20575,5.8745098
140.45552,5.8745098
140.70551,5.8705882
140.95573,5.8745098
141.20617,5.8784314
141.45684,5.8784314
141.70772,5.8823529
141.95883,5.8823529
142.21016,5.8745098
142.46171,5.8784314
142.71348,5.8705882
142.96548,5.8627461
143.2177,5.9333319
143.47014,5.886275
143.7228,5.8784314
143.97569,5.8705882
144.22879,5.8666667
144.48212,5.8666667
144.73568,5.8666667
144.98945,5.8627451
145.24345,5.8588235
145.49767,5.858824
145.75211,5.8823539
146.00677,5.9686255
146.26166,5.9098044
146.51677,5.8901961
146.7721,5.8823529
147.02765,5.8784314
147.28343,5.886274
147.53942,5.8627456
147.79564,5.8627451
148.05208,5.8745098
148.30875,5.8784314
148.56564,5.886274
148.82274,5.8705887
149.08008,5.8784314
149.33763,5.8705882
149.5954,5.8745103
149.8534,5.9019603
150.11162,5.8823529
150.37006,5.8784314
150.62873,5.8745098
150.88762,5.8784314
151.14673,5.8745103
151.40606,5.9019603
151.66561,5.8901961
151.92539,5.8823529
152.18539,5.8784314
152.44561,5.8745098
152.70605,5.8823529
152.96672,5.8823529
153.2276,5.8745098
153.48871,5.8784314
153.75005,5.8705906
154.0116,6.0235256
154.27338,5.9333338
